pr_id,pr_title,pr_repo,ALG/FUNC,Module,RootCause,Semantic,SubComponent,Symptom,Syntactic,iSemantic,DIAction,DSAction
12020,Profiling: bugfix for function_signature,ApolloAuto/apollo,FUNCTION_SIGNATURE,UTILITIES & TOOLS,MCC,SIGNATURE,,UN,"IF, RT",DFC,,ADD_CONDITION_LOGIC
12022,planning: fix local_routing in learning_data,ApolloAuto/apollo,MESSAGE_PROCESS,PLANNING,ICL,"DATA_PROCESSING, LOG_SYSTEM",,UN,"IF, MC","PPO, RDPI",,"CHANGE_CONDITION_LOGIC, RECONFIGURE_DRIVER, CHANGE_DATA_PROCESSING"
12047,Canbus: fix filter size in socket CAN,ApolloAuto/apollo,SOCKET,CAN BUS,DATA,"VALUE_BOUND, ADS_COMMUNICATION",CANBUS_VEHICLE,LAU,"LOOP, LV","MII, CPR",,
12084,Control: fix the bug due to the wrong time unit which is cherry-pick from master,ApolloAuto/apollo,,CONTROL,INTER-API,"CONTROL_COMPUTATION, UNIT_CONVERSION",,"LOGIC, IO",MC,CSA,,"FIX_API_MISUSE, ADJUST_VEHICLE/CONTROL_COMMAND"
12110,Pept: fix hdmap init error when cyber_launch start pept_lidar.launch,ApolloAuto/apollo,,UTILITIES & TOOLS,CONFIG,PARAMETER,,LAU,NV,CEM,,
12118,Perception: fix the issue perception can't work,ApolloAuto/apollo,,PERCEPTION,DEP,"DEP, PARAMETER",PRODUCTION,LAU,NV,"CEM, EA",,
12120,run_ci: fix -t bug and other container  bug,ApolloAuto/apollo,,SYSTEM,ALG,"SCRIPT, CI_PIPELINE",,BUILD,MD,"BCE, MII",,
12137,Scripts: bugfix for plot_trace.sh # issue/12136,ApolloAuto/apollo,,SYSTEM,ASSI,SCRIPT,,CRASHES,"MC, LV","DFC, MII",,
12154,planning: minor cleanup on error logging,ApolloAuto/apollo,,PLANNING,EXTER-API,"DATA_PROCESSING, LOG_SYSTEM",,IO,MC,"EHR, RDPI",,"ADD/MODIFY_ERROR/DEBUG_HANDLER/TOOLS, CHANGE_DATA_PROCESSING"
12158,HMI: default remove ThirdPartyPerception button for mis-click,ApolloAuto/apollo,,HMI,CONFIG,PARAMETER,DREAMVIEW,DGUI,NV,"CEM, UIA",,
12181,modules/tools: bugfix,ApolloAuto/apollo,,UTILITIES & TOOLS,SNT,"LIBRARY, TYPO_CORRECTING",,CRASHES,LIB,DFC,,"CHANGE/ADD/DELETE_LIB_IMPORTING, MODIFY_SYNTAX_ERROR"
12199,audio: fix bug in audio tensor copy to gpu,ApolloAuto/apollo,SIREN_DETECTION,OTHER,DATA,DNN_RELATED,INFERENCE,IO,MC,"DFC, FSH",,"FIX_API_MISUSE, MODIFY_SIREN_DETECTION"
12207,Docker: typofix,ApolloAuto/apollo,,DOCKER,SNT,"TYPO_CORRECTING, SCRIPT, DEP",,BUILD,MC,"BCE, CEM, DFC",,
12254,Docs: updated docker.build README.md as per issues#12252,ApolloAuto/apollo,,DOCKER,DOC,DOCUMENTATION,,DOC,DOC,DUC,,
12271,Localization: fix the crash that gps message is ealier than imu message,ApolloAuto/apollo,MSF_LOCALIZATION,LOCALIZATION,MCC,LOCALIZATION,MSF_LOCALIZATION,CRASHES,"IF, RT",SAR,,"ADD_CONDITION_LOGIC, MODIFY_MSF_LOCALIZATION, ADJUST_MESSAGE/ADS_COMMUNICATION"
12272,Audio: quick fix for audio proto build,ApolloAuto/apollo,,OTHER,CONFIG,"DATA_PROCESSING, BUILD",,BUILD,NV,"CEM, BCE, FSH",,
12280,Cyber: fix cyber_channel error,ApolloAuto/apollo,CYBER_CHANNEL,INFRASTRUCTURE,DATA,"CYBER_CHANNEL, INFRASTRUCTURE",,IO,"MC, AS","CEM, MII",,"OPTIMIZE_SCRIPT_TOOLS, ADJUST_ADS_FRAMEWORK, ADJUST_MESSAGE/ADS_COMMUNICATION"
12320,audio: fix if else indention,ApolloAuto/apollo,AUDIO_OFFLINE_PROCESSING,OTHER,SNT,INDENT_PROBLEM,AUDIO_TOOLS,UN,SYN,"DFC, FSH",,MODIFY_SYNTAX_ERROR
12334,Scripts: apollo.sh check no longer use cpu mode by default,ApolloAuto/apollo,,SYSTEM,EXTER-API,SCRIPT,,LAU,MC,"DU, FSH",,
12354,Drivers: fix bug about lidar messages,ApolloAuto/apollo,ALG:PERCEPTION_FUSION,DRIVERS,MEM,"DRIVER_ERROR, LIDAR_DRIVER",VELODYNE,IO,AS,"RMI, FSH",,"REPAIR_LIDAR_INTEGRATION_ISSUES, RECONFIGURE_DRIVER, MODIFY_FUSION_ALGORITHM, UPDATE_DATA_VALUES/CALCULATION, ADJUST_MESSAGE/ADS_COMMUNICATION"
12388,Update apollo.sh fix bug,ApolloAuto/apollo,,SYSTEM,SNT,"SCRIPT, PARAMETER",,BUILD,MC,"CEM, BCE, FSH",,
12405,Bazel: bugfix for local_cuda_config,ApolloAuto/apollo,,BUILD,DEP,BUILD,,BUILD,AS,BCE,,
12451,cyber_logger: fix a off-by-one problem,ApolloAuto/apollo,GLOBAL_DATA,INFRASTRUCTURE,NUM,INFRASTRUCTURE,,CRASHES,AS,"DFC, MII",,"ADJUST_ADS_FRAMEWORK, ADJUST_VARIABLE_VALUE_BOUNDS, UPDATE_DATA_VALUES/CALCULATION"
12518,Scripts: apollo_lint.sh bugfix,ApolloAuto/apollo,,SYSTEM,ICL,SCRIPT,,OT,IF,MII,,
12521,Test: bugfix for cpu mode.,ApolloAuto/apollo,,SYSTEM,CONFIG,SCRIPT,,LAU,AS,MII,,
12584,WORKSPACE: fix a link error,ApolloAuto/apollo,,SYSTEM,SNT,"PARAMETER, BUILD, TYPO_CORRECTING",,BUILD,NV,"BCE, MII, CEM",,
12590,Dkit: change default planning params to make nudge more obvious (#12499),ApolloAuto/apollo,,PLANNING,CONFIG,PARAMETER,D_KIT,"OP, TRAJ",NV,"CEM, FSH",,
12595,Control: fix some bugs in C matrix setting of MPC controller,ApolloAuto/apollo,MPC_CONTROLLER,CONTROL,SNT,CONTROL_COMPUTATION,CONTROLLER,LOGIC,"MC, LV, AS",CSA,,"FIX_API_MISUSE, ADJUST_MPC_CONTROLLER"
12636,RELEASE: fixed typos,ApolloAuto/apollo,,DOCUMENTATION,DOC,DOCUMENTATION,,DOC,DOC,DUC,,
12656,Perception: change a default setting,ApolloAuto/apollo,,PERCEPTION,CONFIG,PARAMETER,PRODUCTION,OP,NV,"CEM, EA, SDI",,
12734,d-kit docs: fix aplly fuel accout invalid link,ApolloAuto/apollo,,DOCUMENTATION,DOC,DOCUMENTATION,,DOC,DOC,DUC,,
12781,Docs: typofix,ApolloAuto/apollo,,DOCUMENTATION,DOC,DOCUMENTATION,,DOC,DOC,DUC,,
12839,Scripts: Fix CI parameter.,ApolloAuto/apollo,,SYSTEM,EXTER-API,"SCRIPT, PARAMETER, CI_PIPELINE",,LAU,MC,"CEM, DU",,
12853,Perception: fix perception crash,ApolloAuto/apollo,ALG:EIGEN_SLERP,PERCEPTION,ALG,"SLERP, PERCEPTION_COMPUTATION",ONBOARD/TRANSFORM_WRAPPER,CRASHES,"MD, LIB, LV","SDI, EA",,"MODIFY_EIGEN_SLERP_ALG, CHANGE/ADD/DELETE_LIB_IMPORTING"
12868,Canbus: added error handler (fix #12837),ApolloAuto/apollo,FUNC:VEHICLE_CONTROLLER,CAN BUS,MCC,"VEHICLE_CONTROLLER, ERROR_HANDLING",CANBUS_VEHICLE,IO,"IF, RT, MC","EHR, SME",,"ADD_CONDITION_LOGIC, ENHANCE_SAFETY_FEATURES, ADD/MODIFY_ERROR/DEBUG_HANDLER/TOOLS"
12903,Perception: completely fix Eigen slerp function,ApolloAuto/apollo,ALG:EIGEN_SLERP,PERCEPTION,NUM,"SLERP, PERCEPTION_COMPUTATION",ONBOARD/TRANSFORM_WRAPPER,BUILD,RT,"SDI, BCE, EA",,"MODIFY_EIGEN_SLERP_ALG, ADD/DELETE/CHANGE_RETURN_VALUES"
12936,Docs: fixed incorrect comment,ApolloAuto/apollo,,DOCUMENTATION,DOC,DOCUMENTATION,,DOC,DOC,DUC,,
12953,dev_start.sh: bugfix for USE_LOCAL_IMAGE,ApolloAuto/apollo,,DOCKER,ICL,SCRIPT,,LAU,IF,LA,,
12962,cyber: typofix,ApolloAuto/apollo,,INFRASTRUCTURE,SNT,"TYPO_CORRECTING, RENAMING",CLASS_LOADER,OT,LV,"DFC, MII",,"MODIFY_SYNTAX_ERROR, FIX_API_MISUSE"
13088,D-KIT: correct default lidar_extrinsics_file in localization_conf,ApolloAuto/apollo,,LOCALIZATION,CONFIG,PARAMETER,D_KIT,LOC,NV,CEM,,
13138,cyber_channel: fix typo,ApolloAuto/apollo,CHANNEL_MANAGER,INFRASTRUCTURE,SNT,TYPO_CORRECTING,SERVICE_DISCOVERY/SPECIFIC_MANAGER,IO,MC,"DFC, MII",,MODIFY_SYNTAX_ERROR
13147,Dreamview:correct judge mistake,ApolloAuto/apollo,FRONTEND,HMI,ICL,FRONTEND,DREAMVIEW,DGUI,IF,UIA,,"CHANGE/ADD_GUI_PROPERTY/ELEMENTS, CHANGE_CONDITION_LOGIC"
13193,Scripts: bugfix for rtk_recorder.sh,ApolloAuto/apollo,RTK_RECORDER,UTILITIES & TOOLS,DEP,"RECORDER, LIBRARY",RECORD_PLAY,CRASHES,LIB,LA,,"MODIFY_RECORD_PROCESSING/PLAY_ERROR, CHANGE/ADD/DELETE_LIB_IMPORTING"
13239,localization: bugfix for issue #13238,ApolloAuto/apollo,NDT_MAP_CREATOR,LOCALIZATION,ICL,"NDT, LOCALIZATION_MAP",NDT,LOC,"IF, RT",SAR,,"MODIFY_NDT_MAPPING/NDT_SCAN_MATCHER, CHANGE_CONDITION_LOGIC"
13242,Bazel: fix path for generated proto files,ApolloAuto/apollo,,UTILITIES & TOOLS,DEP,"BUILD, PARAMETER",,BUILD,"IF, AS, MC","CEM, BCE",,
13250,cyber: fix deprecation warning on logger.warn,ApolloAuto/apollo,CYBER_LAUNCH,INFRASTRUCTURE,EXTER-API,"INFRASTRUCTURE, DEPRECATION_UPDATE",CYBER_PYTHON_API,IO,MC,"DU, MII",,"FIX_API_MISUSE, OPTIMIZE_SCRIPT_TOOLS"
13256,cyber_py3: bugfix for cyber_py3 service & client examples,ApolloAuto/apollo,SERVICE_CALLBACK,INFRASTRUCTURE,DATA,INFRASTRUCTURE,CYBER_PYTHON_API,CRASHES,"MC, AS","CPR, MII",,"FIX_API_MISUSE, ADJUST_ADS_FRAMEWORK"
13263,fix a bug in postprocess_cuda.cu that affects nms of pointpillars,ApolloAuto/apollo,POSTPROCESS_CUDA,PERCEPTION,SNT,"LIDAR, CUDA, TYPO_CORRECTING",DETECTION,LOGIC,MC,"SDI, EA",,"REPAIR_LIDAR_INTEGRATION_ISSUES, FIX_CUDA_ISSUES, FIX_API_MISUSE"
13314,Security Fix for Arbitrary Code Execution - huntr.dev,ApolloAuto/apollo,GEN_PROTO_FILE,UTILITIES & TOOLS,EXTER-API,"DATA_PROCESSING, SECURITY_UPDATE",GEN_VEHICLE_PROTOCOL,SS,"MC, AS","DU, SS, RDPI",,"CHANGE_DATA_PROCESSING, FIX_API_MISUSE, ENHANCE_SAFETY_FEATURES"
13328,tools: fix bug for cannot input command multi times,ApolloAuto/apollo,DATA_COLLECTOR,UTILITIES & TOOLS,ICL,VEHICLE_CALBIRATION,VEHICLE_CALIBRATION,CRASHES,AS,LA,,"OPTIMIZE_SCRIPT_TOOLS, CHANGE_HMI_LOGIC/CONTROL"
13386,Docker: Hide message 'Error: No such container:',ApolloAuto/apollo,,DOCKER,EXTER-API,DOCKER,,IO,MC,DU,,
13405,Dreamview: updated mkz_standard_debug_hesai mode config,ApolloAuto/apollo,,HMI,DEP,"HMI_MODES, PARAMETER",DREAMVIEW,LAU,NV,"CEM, DU, UIA",,
13410,Docker: updated dev.x86_64.stable to fix dreamview frontend build errors,ApolloAuto/apollo,,DOCKER,DEP,"DOCKER, VERSIONING",,BUILD,AS,"BCE, DU",,
13435,Docker: Fix errors when installing GPU-enabled OpenCV package,ApolloAuto/apollo,,DOCKER,DEP,DOCKER,,BUILD,"IF, SQ","BCE, DU",,
13436,Docker: Fix typo into build_docker.sh,ApolloAuto/apollo,,DOCKER,SNT,DOCKER,,BUILD,MC,"BCE, DU",,
13481,HMI: fix recorder bug,ApolloAuto/apollo,HMI_WORKER,HMI,MCC,HMI_WORKER,DREAMVIEW,CRASHES,IF,UIA,,MODIFY_RECORD_PROCESSING/PLAY_ERROR
13504,Dkit: Fix a bug about vehicle data configurations,ApolloAuto/apollo,,HMI,CONFIG,PARAMETER,DREAMVIEW,LAU,SYN,"CEM, UIA",,
13532,Tools: spell mistake,ApolloAuto/apollo,CONTROL_INFO,UTILITIES & TOOLS,SNT,TYPO_CORRECTING,CONTROL_INFO,CRASHES,MC,BCE,,"MODIFY_SYNTAX_ERROR, FIX_API_MISUSE"
13627,Perception: fix Thrust bug by using CPU,ApolloAuto/apollo,POSTPROCESS_CUDA,PERCEPTION,ALG,CUDA,LIDAR,UN,"LIB, MC","EA, SDI",,"REPAIR_LIDAR_INTEGRATION_ISSUES, FIX_CUDA_ISSUES"
13725,perception: fix linking issue,ApolloAuto/apollo,,PERCEPTION,CONFIG,BUILD,INFERENCE/TENSORRT,BUILD,AS,"BCE, EA, SDI",,
13730,Docker: update opencv installer to fix msf_visualizer startup issue,ApolloAuto/apollo,INSTALL_OPENCV,DOCKER,CONFIG,"COMMANDS_CHANGE, DOCKER, PARAMETER",,BUILD,MC,"DU, CEM, BCE",,
13761,Canbus: bug fix,ApolloAuto/apollo,VEHICLE_CONTROLLER,CAN BUS,ALG,VEHICLE_CONTROLLER,CANBUS_VEHICLE,IO,RT,MII,,"ADD/DELETE/CHANGE_RETURN_VALUES, ADJUST_VEHICLE/CONTROL_COMMAND"
13821,Tools: fix the indent mistake in rtk recorder,ApolloAuto/apollo,RTK_RECORDER,UTILITIES & TOOLS,SNT,INDENT_PROBLEM,RECORD_PLAY,CRASHES,SYN,BCE,,"MODIFY_RECORD_PROCESSING/PLAY_ERROR, ADJUST_INDENT_IN_PYTHON, MODIFY_SYNTAX_ERROR"
13908,Drivers:fix  a potential null pointer problem,ApolloAuto/apollo,LIDAR_DRIVER,DRIVERS,ICL,LIDAR_DRIVER,LIDAR,CRASHES,IF,"SDI, FSH",,"RECONFIGURE_DRIVER, REPAIR_LIDAR_INTEGRATION_ISSUES, FIX_NULL_POINTER_ISSUE"
13925,Velodyne: fix a bug: base_time couldn't update on the hour (#13920),ApolloAuto/apollo,VELODYNE_DRIVER,DRIVERS,DATA,LIDAR_DRIVER,VELODYNE,LOGIC,"IF, AS, LV","SDI, FSH",,"RECONFIGURE_DRIVER, REPAIR_LIDAR_INTEGRATION_ISSUES, RESCHEDULE_TIMER"
13973,Dreamview: add task manager module for mkz standard debug hesai,ApolloAuto/apollo,,HMI,CONFIG,PARAMETER,DREAMVIEW,DGUI,NV,"UIA, CEM",,
13979,"[cyber] fix: add ""exclusive"" tag to condition_notifier_test",ApolloAuto/apollo,,INFRASTRUCTURE,CONFIG,"PARAMETER, BUILD",TRANSPORT,BUILD,NV,"BCE, CEM, MII",,
13994,Control:Fix bug,ApolloAuto/apollo,FUNC:PRODUCE CONTROL COMMAND,CONTROL,SNT,TYPO_CORRECTING,CONTROLLER,BUILD,SYN,BCE,,"CHANGE_CONTROL_LOGIC, MODIFY_SYNTAX_ERROR, ADJUST_VEHICLE/CONTROL_COMMAND"
14077,D-KIT: fix a broken link in Virtual_Lane_Generation_cn.md,ApolloAuto/apollo,,DOCUMENTATION,DOC,DOCUMENTATION,D_KIT,DOC,DOC,DUC,,
14177,Planning: fix bug in lane borrow,ApolloAuto/apollo,,PLANNING,CONFIG,PARAMETER,,LPN,NV,"CEM, PPO",,
14192,Planning: fix bug in reeds shepp,ApolloAuto/apollo,ALG:REEDS_SHEPP,PLANNING,INTER-API,"PATH_PLANNING, TRAJECTORY_GENERATOR",OPEN_SPACE/COARSE_TRAJECTORY_GENERATOR,TRAJ,MC,PPO,,"FIX_API_MISUSE, IMPROVE_TRAJECTORY/PATH_GENERATION, MODIFY_REEDS_SHEPP_ALG"
14196,Dreamview: fix map service bug,ApolloAuto/apollo,MAP_SERVICE,HMI,ASSI,"GUI_MAP, SIM_CONTROL",DREAMVIEW,DGUI,AS,UIA,,"MODIFY_ROUTING_INITIALIZATION, FIX_DATA_INITIALIZATION_ERROR, CHANGE/ADD_GUI_PROPERTY/ELEMENTS, MODIFY_SIMULATION_VISUALIZATION, UPDATE_DATA_VALUES/CALCULATION"
14197,bridge: fix class load error,ApolloAuto/apollo,UDP_BRIDGE_MULTI_RECEIVER,CAN BUS,ASSI,ADS_COMMUNICATION,UDP_BRIDGE,CRASHES,"AS, MC","MII, CPR",,"FIX_DATA_INITIALIZATION_ERROR, MODIFY_BRIDGE, ADJUST_MESSAGE/ADS_COMMUNICATION"
14205,Planning:fix traffic light scenarion selection bug,ApolloAuto/apollo,ALG:SCENARIO_MANAGER,PLANNING,ALG,PLANNING_SCENARIO_MANAGER,PLANNING_SCENARIOS,TLP,"IF, LOOP, LV",PPO,,"ADJUST_SCENARIO_SELECTION, ADJUST_TRAFFIC_SIGNAL_PROCESSING"
14295,fix typo,ApolloAuto/apollo,,INFRASTRUCTURE,DOC,DOCUMENTATION,,DOC,DOC,DUC,,
14317,Fix typo in README of Storytelling module,ApolloAuto/apollo,,OTHER,DOC,"DOCUMENTATION, TYPO_CORRECTING",,DOC,DOC,DUC,,
14340,fix(control):enable CheckTimestamp,ApolloAuto/apollo,FUNC:PRODUCE CONTROL COMMAND,CONTROL,ASSI,ENABLE_STATUS,,STOP,AS,"CSA, LA",,"ENABLE/DISABLE/CHANGE_STATUS/FLAGS/MODE, FIX_API_MISUSE"
14370,fix init point for sim control,ApolloAuto/apollo,MAP_SERVICE,HMI,NUM,"SIM_CONTROL, PARAMETER",DREAMVIEW,DGUI,"IF, AS, MC","UIA, CEM",,"MODIFY_COORDINATES_RELATED_ISSUES, MODIFY_SIMULATION_VISUALIZATION, UPDATE_DATA_VALUES/CALCULATION"
14387,ZLIB: version bug fix,ApolloAuto/apollo,,BUILD,DEP,"VERSIONING, DEP",,BUILD,NV,"DU, BCE",,
14395,Planning: fix bug in reeds shepp,ApolloAuto/apollo,ALG:REEDS_SHEPP,PLANNING,NUM,TRAJECTORY_GENERATOR,OPEN_SPACE/COARSE_TRAJECTORY_GENERATOR,TRAJ,AS,PPO,,"IMPROVE_TRAJECTORY/PATH_GENERATION, MODIFY_REEDS_SHEPP_ALG, CHANGE_DATA_TYPE"
14417,fix open space param,ApolloAuto/apollo,,PLANNING,CONFIG,PARAMETER,,UN,NV,CEM,,
14455,fix spell error,ApolloAuto/apollo,,DOCUMENTATION,DOC,"DOCUMENTATION, TYPO_CORRECTING",,DOC,DOC,DUC,,
14495,Fix a typo in IntraReader,ApolloAuto/apollo,INTRAREADER,INFRASTRUCTURE,INTER-API,DATA_PROCESSING,BLOCKER,IO,MC,"LA, MII, RDPI",,"CHANGE_DATA_PROCESSING, FIX_API_MISUSE"
14542,Cyber: fixed a bug for TimerComponent.,ApolloAuto/apollo,TIMER_COMPONENT,INFRASTRUCTURE,INTER-API,"TIMER_COMPONENT, PROCESS_SCHEDULING",TIMER,OT,MC,"CC, MII",,"RESCHEDULE_TIMER, ADJUST_PROCESS/THREAD_SCHEDULING, FIX_API_MISUSE"
14574,fix:some wrong about PadMessage in teleop.cc file #13508,ApolloAuto/apollo,TELEOP,HMI,SNT,RENAMING,DREAMVIEW,UN,MD,"UIA, DFC",,"FIX_API_MISUSE, ADJUST_MESSAGE/ADS_COMMUNICATION"
14622,perception: fix redundant symbols,ApolloAuto/apollo,,PERCEPTION,SNT,TYPO_CORRECTING,LIDAR,BUILD,SYN,"BCE, SDI, EA",,MODIFY_SYNTAX_ERROR
14634,Fix perception.velocity direction bug and perception frequency bug,ApolloAuto/apollo,REPLAY_PERCEPTION,UTILITIES & TOOLS,ALG,PERCEPTION_PLAYING,,OP,AS,"SDI, LA",,"ADJUST_PERCEPTION_FREQUENCY, OPTIMIZE_SCRIPT_TOOLS"
14641,tools: fix camera msg parse error,ApolloAuto/apollo,ALG:RECORD_PARSE_SAVE/PARSE_CAMERA,UTILITIES & TOOLS,DATA,DATA_PROCESSING,RECORD_PARSE_SAVE,IO,MC,"DFC, RDPI",,"CHANGE_DATA_PROCESSING, OPTIMIZE_SCRIPT_TOOLS, ADJUST_CAMERA, MODIFY_RECORD_PROCESSING/PLAY_ERROR, CHANGE_DATA_TYPE"
14642,dreamview: fix dreamview path error in launch file,ApolloAuto/apollo,,HMI,CONFIG,PARAMETER,DREAMVIEW,LAU,NV,"CEM, UIA",,
14678,fix: can not find novatel velodyne128 Error,ApolloAuto/apollo,,HMI,CONFIG,"DEP, PARAMETER",DREAMVIEW,CRASHES,NV,"CEM, DU",,
14733,Fix header file loading error,ApolloAuto/apollo,,HMI,DEP,TYPO_CORRECTING,DREAMVIEW,BUILD,SYN,BCE,,"CHANGE/ADD/DELETE_LIB_IMPORTING, MODIFY_SYNTAX_ERROR"
14768,fix(docs): fix typo in apollo_software_installation_guide_package_method.md,ApolloAuto/apollo,,DOCUMENTATION,DOC,"DOCUMENTATION, TYPO_CORRECTING",,DOC,DOC,DUC,,
14854,fix(tools): fix typo in sensor_calibration,ApolloAuto/apollo,ALG:SENSOR_CALIBRATION/EXTRACT_DATA,SENSING,SNT,"TYPO_CORRECTING, RENAMING",SENSOR_CALIBRATION,OT,MC,DFC,,MODIFY_SYNTAX_ERROR
15113,"fix(docker): limit amodel version, and check if pip3 exist",ApolloAuto/apollo,,DOCKER,DEP,"VERSIONING, SCRIPT, DEP",,BUILD,IF,"BCE, DU",ADD/REMOVE_CONSTRAINTS,
